A Digital Hardware Implementation for A new Mixed-Order Nonlinear 3-D Chaotic System,Elsafty A.H. ,"Nile University, Nanoelectronics Integrated Systems Center (NISC), Giza,",57202986074,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57202986074&zone=,"Elsafty, Abdulaziz H.","Elsafty, Abdulaziz H. ; ElSafty, Abdulaziz H. ; Elsafty, Abdulaziz H."
Impact of Temporally Correlated Nakagami-m Interferers in D2D Cache-Aided Networks, El-Sherif A.A. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",23566337700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23566337700&zone=,"El-Sherif, Amr A.","El-Sherif, Amr A. ; Sherif, Amr El ; El-Sherif, Amr A. ; El-Sherif, Amr ; El Sherif, Amr"
Network Coded Cooperation Receiver with Analog XOR Mapping for Enhanced BER, El-Sherif A.A. ,"Wireless Intelligent Networks Center, Nile University, Giza,",23566337700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23566337700&zone=,"El-Sherif, Amr A.","El-Sherif, Amr A. ; Sherif, Amr El ; El-Sherif, Amr A. ; El-Sherif, Amr ; El Sherif, Amr"
On Caching and Base Station Densification Tradeoff for Maximized Energy Efficiency, El-Sherif A.A. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",23566337700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23566337700&zone=,"El-Sherif, Amr A.","El-Sherif, Amr A. ; Sherif, Amr El ; El-Sherif, Amr A. ; El-Sherif, Amr ; El Sherif, Amr"
Optimal resource allocation for green and clustered video sensor networks, El-Sherif A.A. ,"niversity, Doha, 2713, Qatar, Wireless Intelligent Networks Center, Nile University, Giza, 12588,",23566337700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23566337700&zone=,"El-Sherif, Amr A.","El-Sherif, Amr A. ; Sherif, Amr El ; El-Sherif, Amr A. ; El-Sherif, Amr ; El Sherif, Amr"
Optimal uplink and downlink resource allocation for wireless powered cellular networks, El-Sherif A.A. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",23566337700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23566337700&zone=,"El-Sherif, Amr A.","El-Sherif, Amr A. ; Sherif, Amr El ; El-Sherif, Amr A. ; El-Sherif, Amr ; El Sherif, Amr"
Proactive Caching for Vehicular Ad hoc Networks Using the City Model, El-Sherif A.A. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",23566337700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23566337700&zone=,"El-Sherif, Amr A.","El-Sherif, Amr A. ; Sherif, Amr El ; El-Sherif, Amr A. ; El-Sherif, Amr ; El Sherif, Amr"
Soft-sensing CQI feedback-based access scheme in cognitive radio networks, El-Sherif A.A. ,"Wireless Intelligent Networks Center, Nile University, Giza, 12588,",23566337700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23566337700&zone=,"El-Sherif, Amr A.","El-Sherif, Amr A. ; Sherif, Amr El ; El-Sherif, Amr A. ; El-Sherif, Amr ; El Sherif, Amr"
Stability analysis for multi-user cooperative cognitive radio network with energy harvesting, El-Sherif A.A. ,"Wireless Intelligent Networks Center (WINC), Nile University,",23566337700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23566337700&zone=,"El-Sherif, Amr A.","El-Sherif, Amr A. ; Sherif, Amr El ; El-Sherif, Amr A. ; El-Sherif, Amr ; El Sherif, Amr"
Stability analysis of a cognitive radio system with a dedicated relay, El Sherif A. ,"El Sherif, A., Wireless Intelligent Networks Center (WINC), Nile University, Giza,",23566337700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23566337700&zone=,"El-Sherif, Amr A.","El-Sherif, Amr A. ; Sherif, Amr El ; El-Sherif, Amr A. ; El-Sherif, Amr ; El Sherif, Amr"
Topology realization using gain control for wireless testbeds, El-Sherif A.A. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",23566337700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23566337700&zone=,"El-Sherif, Amr A.","El-Sherif, Amr A. ; Sherif, Amr El ; El-Sherif, Amr A. ; El-Sherif, Amr ; El Sherif, Amr"
Towards Mobility-Aware Proactive Caching for Vehicular Ad hoc Networks, El-Sherif A.A. ,"Nile University, Wireless Intelligent Networks Center (WINC), Giza,",23566337700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=23566337700&zone=,"El-Sherif, Amr A.","El-Sherif, Amr A. ; Sherif, Amr El ; El-Sherif, Amr A. ; El-Sherif, Amr ; El Sherif, Amr"
Memristor based N-bits redundant binary adder,El-Slehdar A.A. ,"NISC Research Center, Nile University, Cairo,",56081248200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56081248200&zone=,"El-Slehdar, A. A.","El-Slehdar, A. A."
Memristor-based balanced ternary adder,El-Slehdar A.A. ,"NISC Research Center, Nile University, Cairo,",56081248200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56081248200&zone=,"El-Slehdar, A. A.","El-Slehdar, A. A."
Memristor-based redundant binary adder,El-Slehdar A.A. ,"NISC Research Center, Nile University, Cairo,",56081248200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56081248200&zone=,"El-Slehdar, A. A.","El-Slehdar, A. A."
Memristor-MOS hybrid circuit redundant multiplier,El-Slehdar A.A. ,"NISC Research Center, Nile University, Cairo,",56081248200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56081248200&zone=,"El-Slehdar, A. A.","El-Slehdar, A. A."
8-GHz low-power voltage-mode second-order allpass filter in 65-nm CMOS, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
A fractional-order dynamic PV model, Elwakil A. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
A generic impedance modeling technique, Elwakil A. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
A low frequency oscillator using a super-capacitor,Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Active circuit model of low-frequency behavior in perovskite solar cells, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
All-Solid-State Double-Layer Capacitors Using Binderless Reduced Graphene Oxide Thin Films Prepared by Bipolar Electrochemistry, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
An Ultra-Low Power Wide-Band Single-Transistor Second-Order Allpass Filter in 65nm CMOS, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Analysis and realization of a switched fractional-order-capacitor integrator, Elwakil A. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Analysis of a rectifier circuit realized with a fractional-order capacitor, Elwakil A. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Approximation of the fractional-order laplacian Sα as a weighted sum of first-order high-pass filters, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center, Nile University, Giza, 16453,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Banana ripening and corresponding variations in bio-impedance and glucose levels, Elwakil A.S. ,"Nile University, NISC Research Center, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Band-Pass Filter and Relaxation Oscillator using Electric Double-Layer Capacitor, Elwakil A.S. ,"Nile University, Nanoelectronics Integrated Systems Center (NISC), Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Capacitive behavior and stored energy in supercapacitors at power line frequencies, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Chaotic Flower Pollination and Grey Wolf Algorithms for parameter extraction of bio-impedance models, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
CMOS realization of all-positive pinched hysteresis loops, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza, 12588,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Cole-Cole Bio-Impedance Parameters Extraction from a Single Time-Domain Measurement, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Commercial supercapacitor parameter estimation from step voltage excitation, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Communication—convolution-based estimation of supercapacitor parameters under periodic voltage excitations, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Communication-The Ragone Plot of Supercapacitors under Different Loading Conditions, Elwakil A.S. ,"University of Sharjah, Sharjah, United Arab Emirates, Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Compact Wide Frequency Range Fractional-Order Models of Human Body Impedance against Contact Currents, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Comprehensive comparison based on meta-heuristic algorithms for approximation of the fractional-order Laplacian s α as a weighted sum of first-order high-pass filters, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Correlation Between the Theory of Lissajous Figures and the Generation of Pinched Hysteresis Loops in Nonlinear Circuits, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center NISC, Nile University, Giza, 16453,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Design and application examples of CMOS fractional-order differentiators and integrators, Elwakil A. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Design and Implementation of an Optimized Artificial Human Eardrum Model, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Double Exponent Fractional-Order Filters: Approximation Methods and Realization, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Electronically tunable fractional-order highpass filter for phantom electroencephalographic system model implementation, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Employment of the Padé approximation for implementing fractional-order lead/lag compensators, Elwakil A.S. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Emulation of current excited fractional-order capacitors and inductors using OTA topologies, Elwakil A.S. ,"Nile University, Nanoelectronics Integrated Systems Center (NISC), Cairo,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
Enhanced FPGA realization of the fractional-order derivative and application to a variable-order chaotic system, Elwakil A.S. ,"NISC Research Center, Nile University, Cairo, 12588,",7003287524,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7003287524&zone=,"Elwakil, Ahmed S.","Elwakil, Ahmed S. ; Elwakil, Ahmad ; Elwakil, A. S. ; Elwakil, Ahmed S. ; Ahmed, S. Elwakil ; Elwakil, A. ; Elwakil, Ahmed"
