Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Access Type,Source,EID,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,Column170,Column171,Column172,Column173,Column174,Column175,Column176,Column177,Column178,Column179,Column180,Column181,Column182,Column183,Column184,Column185,Column186,Column187,Column188,Column189,Column190,Column191,Column192,Column193,Column194,Column195,Column196,Column197,Column198,Column199,Column200,Column201,Column202,Column203,Column204,Column205,Column206,Column207,Column208,Column209,Column210,Column211,Column212,Column213,Column214,Column215,Column216,Column217,Column218,Column219,Column220,Column221,Column222,Column223,Column224,Column225,Column226,Column227,Column228,Column229,Column230,Column231,Column232,Column233,Column234,Column235,Column236,Column237,Column238,Column239,Column240,Column241,Column242,Column243,Column244,Column245,Column246,Column247,Column248,Column249,Column250,Column251,Column252,Column253,Column254,Column255,Column256,Column257,Column258,Column259,Column260,Column261,Column262,Column263,Column264,Column265,Column266,Column267,Column268,Column269,Column270,Column271,Column272,Column273,Column274,Column275,Column276,Column277,Column278,Column279,Column280,Column281,Column282,Column283,Column284,Column285,Column286,Column287,Column288,Column289,Column290,Column291,Column292,Column293,Column294,Column295,Column296,Column297,Column298,Column299,Column300,Column301,Column302,Column303,Column304,Column305,Column306,Column307,Column308,Column309,Column310,Column311,Column312,Column313,Column314,Column315,Column316,Column317,Column318,Column319,Column320,Column321,Column322,Column323,Column324,Column325,Column326,Column327,Column328,Column329,Column330,Column331,Column332,Column333,Column334,Column335,Column336,Column337,Column338,Column339,Column340,Column341,Column342,Column343,Column344,Column345,Column346,Column347,Column348,Column349,Column350,Column351,Column352,Column353,Column354,Column355,Column356,Column357,Column358,Column359,Column360,Column361,Column362,Column363,Column364,Column365,Column366,Column367,Column368,Column369
"Azer M.A., El-Kassas S.M., El-Soudani M.S.",24476232400;17433777900;24476139100;,Security in Ad hoc networks: From vulnerability to risk management,2009,"Proceedings - 2009 3rd International Conference on Emerging Security Information, Systems and Technologies, SECURWARE 2009",,,5211000,203,209,,10,10.1109/SECURWARE.2009.38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449483891&doi=10.1109%2fSECURWARE.2009.38&partnerID=40&md5=73363f956c3ab3e36939ba2a55a9cfbb,"CIT Dept., Nile University, Cairo, Egypt; Computer Science Dept., American University in Cairo, Cairo, Egypt; Electronics and Communications Dept., Cairo University, Faculty of Engineering, Cairo, Egypt","Azer, M.A., CIT Dept., Nile University, Cairo, Egypt; El-Kassas, S.M., Computer Science Dept., American University in Cairo, Cairo, Egypt; El-Soudani, M.S., Electronics and Communications Dept., Cairo University, Faculty of Engineering, Cairo, Egypt",Conference Paper,Final,,Scopus,2-s2.0-70449483891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elkhawas A.I., Azer M.A.",57205492693;24476232400;,Security Perspective in RAMI 4.0,2019,"Proceedings - 2018 13th International Conference on Computer Engineering and Systems, ICCES 2018",,,8639235,151,156,,2,10.1109/ICCES.2018.8639235,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063146207&doi=10.1109%2fICCES.2018.8639235&partnerID=40&md5=da1e804ccffc9ac7513fdf11453036fe,"Information Security - School of Communication and Information Technology, Nile University, Egypt; National Telecommunication Institute, Nile University, Egypt","Elkhawas, A.I., Information Security - School of Communication and Information Technology, Nile University, Egypt; Azer, M.A., National Telecommunication Institute, Nile University, Egypt",Conference Paper,Final,,Scopus,2-s2.0-85063146207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al-Agamy A.O., Osman N.F., Fahmy A.S.",37019978100;7006536332;7004440552;,Segmentation of ascending and descending aorta from magnetic resonance flow images,2010,"2010 5th Cairo International Biomedical Engineering Conference, CIBEC 2010",,,5716100,41,44,,6,10.1109/CIBEC.2010.5716100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952544791&doi=10.1109%2fCIBEC.2010.5716100&partnerID=40&md5=d1e4752fea52968c7e33dbcff393ff64,"Center of Informatics Science, School of Communication and Information Technology, Nile University, Cairo, Egypt","Al-Agamy, A.O., Center of Informatics Science, School of Communication and Information Technology, Nile University, Cairo, Egypt; Osman, N.F., Center of Informatics Science, School of Communication and Information Technology, Nile University, Cairo, Egypt; Fahmy, A.S., Center of Informatics Science, School of Communication and Information Technology, Nile University, Cairo, Egypt",Conference Paper,Final,,Scopus,2-s2.0-79952544791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abdelmoula W.M., Shah S.M., Fahmy A.S.",53979374000;7403887935;7004440552;,Segmentation of choroidal neovascularization in fundus fluorescein angiograms,2013,IEEE Transactions on Biomedical Engineering,60,5,6407904,1439,1445,,9,10.1109/TBME.2013.2237906,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876754636&doi=10.1109%2fTBME.2013.2237906&partnerID=40&md5=b61ad6e9f45bfd2ceb0a0fd44365b4b6,"Center for Informatics Science, Nile University, Cairo 12677, Egypt; Flaum Eye Institute, University of Rochester, NY 14611, United States; Department of Systems and Biomedical Engineering, Cairo University, Cairo 11559, Egypt","Abdelmoula, W.M., Center for Informatics Science, Nile University, Cairo 12677, Egypt; Shah, S.M., Flaum Eye Institute, University of Rochester, NY 14611, United States; Fahmy, A.S., Center for Informatics Science, Nile University, Cairo 12677, Egypt, Department of Systems and Biomedical Engineering, Cairo University, Cairo 11559, Egypt",Article,Final,,Scopus,2-s2.0-84876754636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fahmy A.S., Abdelmoula W.M., Mahfouz A.E., Shah S.M.",7004440552;53979374000;36015674200;7403887935;,Segmentation of Choroidal Neovascularization lesions in fluorescein angiograms using parametric modeling of the intensity variation,2011,Proceedings - International Symposium on Biomedical Imaging,,,5872494,665,668,,3,10.1109/ISBI.2011.5872494,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055042783&doi=10.1109%2fISBI.2011.5872494&partnerID=40&md5=a55a2d422a5614c4254395feea942690,"Center for Informatics Science, Nile University, Cairo, Egypt; University of Delft, Amsterdam, Netherlands; University of Rochester, New York, United States","Fahmy, A.S., Center for Informatics Science, Nile University, Cairo, Egypt; Abdelmoula, W.M., Center for Informatics Science, Nile University, Cairo, Egypt; Mahfouz, A.E., University of Delft, Amsterdam, Netherlands; Shah, S.M., University of Rochester, New York, United States",Conference Paper,Final,,Scopus,2-s2.0-80055042783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"El-Shahawy M.S., Elantably A., Fawzy N., Samir K., Hunter M., Fahmy A.S.",54388676700;55911823900;54388700400;54389988600;54389156900;7004440552;,Segmentation of Diabetic Macular Edema in fluorescein angiograms,2011,Proceedings - International Symposium on Biomedical Imaging,,,5872493,661,664,,12,10.1109/ISBI.2011.5872493,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055053461&doi=10.1109%2fISBI.2011.5872493&partnerID=40&md5=ec74692e72a57637a43de801f14f2626,"Center for Informatics Science, Nile University, Cairo, Egypt; Faculty of Medicine, Cairo University, Egypt; Dar El-Oyoun Hospital, Cairo, Egypt","El-Shahawy, M.S., Center for Informatics Science, Nile University, Cairo, Egypt; Elantably, A., Faculty of Medicine, Cairo University, Egypt; Fawzy, N., Dar El-Oyoun Hospital, Cairo, Egypt; Samir, K., Dar El-Oyoun Hospital, Cairo, Egypt; Hunter, M., Dar El-Oyoun Hospital, Cairo, Egypt; Fahmy, A.S., Center for Informatics Science, Nile University, Cairo, Egypt",Conference Paper,Final,,Scopus,2-s2.0-80055053461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AlAttar M.A., Osman N.F., Fahmy A.S.",55951661000;7006536332;7004440552;,Segmentation of left ventricle in cardiac MRI images using adaptive multi-seeded region growing,2010,"2010 5th Cairo International Biomedical Engineering Conference, CIBEC 2010",,,5716057,25,28,,7,10.1109/CIBEC.2010.5716057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952555476&doi=10.1109%2fCIBEC.2010.5716057&partnerID=40&md5=0c0ac788909e76b2ba7da7efd4120751,"Nile University, Egypt; School of Communication and Information Technology, Nile University, Egypt; Radiology Department, School of Medicine, Johns Hopkins University, United States","AlAttar, M.A., Nile University, Egypt; Osman, N.F., School of Communication and Information Technology, Nile University, Egypt; Fahmy, A.S., Radiology Department, School of Medicine, Johns Hopkins University, United States",Conference Paper,Final,,Scopus,2-s2.0-79952555476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al-Agamy A.O., Fahmy A.S.",37019978100;7004440552;,Segmentation of strain-encoded magnetic resonance images using graph-cuts,2011,"Proceedings - 2011 IEEE 7th International Conference on Intelligent Computer Communication and Processing, ICCP 2011",,,6047872,219,224,,2,10.1109/ICCP.2011.6047872,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80755125774&doi=10.1109%2fICCP.2011.6047872&partnerID=40&md5=458b6228f6102f74f256dff03a7981b3,"Center for Informatics Science, Nile University, Cairo, Egypt","Al-Agamy, A.O., Center for Informatics Science, Nile University, Cairo, Egypt; Fahmy, A.S., Center for Informatics Science, Nile University, Cairo, Egypt",Conference Paper,Final,,Scopus,2-s2.0-80755125774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"El-Rewaidy H., Ibrahim E.-S., Fahmy A.S.",56165295300;8346344500;7004440552;,Segmentation of the right ventricle in MRI images using a dual active shape model,2016,IET Image Processing,10,10,,717,723,,8,10.1049/iet-ipr.2016.0073,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990047463&doi=10.1049%2fiet-ipr.2016.0073&partnerID=40&md5=d7c6a2ce9e2908e0c14d86fc3aba7add,"Systems and Biomedical Engineering, Cairo University, Giza, Egypt; Center for Informatics Science, Nile University, Giza, Egypt; Department of Radiology, University of Michigan, Ann Arbor, United States","El-Rewaidy, H., Systems and Biomedical Engineering, Cairo University, Giza, Egypt, Center for Informatics Science, Nile University, Giza, Egypt; Ibrahim, E.-S., Department of Radiology, University of Michigan, Ann Arbor, United States; Fahmy, A.S., Systems and Biomedical Engineering, Cairo University, Giza, Egypt, Center for Informatics Science, Nile University, Giza, Egypt",Article,Final,,Scopus,2-s2.0-84990047463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abd El Maksoud A.I., Taher R.F., Gaara A.H., Abdelrazik E., Keshk O.S., Elawdan K.A., Morsy S.E., Salah A., Khalil H.",57194716446;57201642012;25122477400;57212062515;57212063111;57212061815;57212061876;57211532038;35738922700;,Selective Regulation of B-Raf Dependent K-Ras/Mitogen-Activated Protein by Natural Occurring Multi-kinase Inhibitors in Cancer Cells,2019,Frontiers in Oncology,9,,1220,,,,5,10.3389/fonc.2019.01220,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075827563&doi=10.3389%2ffonc.2019.01220&partnerID=40&md5=b0495e63fc327802a4b27a8fabae9a87,"Industrial Biotechnology Department, Genetic Engineering and Biotechnology Research Institute, University of Sadat City, Sadat City, Egypt; Natural Compounds Chemistry Department, National Research Centre, Giza, Egypt; The Center for Informatics Science, Nile University, 6th of October City, Egypt; College of Biotechnology, Misr University for Science and Technology, 6th of October City, Egypt; Genetic Engineering and Biotechnology Research Institute, University of Sadat City, Sadat City, Egypt; Department of Molecular Biology, Genetic Engineering and Biotechnology Research Institute, University of Sadat City, Sadat City, Egypt","Abd El Maksoud, A.I., Industrial Biotechnology Department, Genetic Engineering and Biotechnology Research Institute, University of Sadat City, Sadat City, Egypt; Taher, R.F., Natural Compounds Chemistry Department, National Research Centre, Giza, Egypt; Gaara, A.H., Natural Compounds Chemistry Department, National Research Centre, Giza, Egypt; Abdelrazik, E., The Center for Informatics Science, Nile University, 6th of October City, Egypt; Keshk, O.S., College of Biotechnology, Misr University for Science and Technology, 6th of October City, Egypt; Elawdan, K.A., Genetic Engineering and Biotechnology Research Institute, University of Sadat City, Sadat City, Egypt; Morsy, S.E., Department of Molecular Biology, Genetic Engineering and Biotechnology Research Institute, University of Sadat City, Sadat City, Egypt; Salah, A., Department of Molecular Biology, Genetic Engineering and Biotechnology Research Institute, University of Sadat City, Sadat City, Egypt; Khalil, H., Department of Molecular Biology, Genetic Engineering and Biotechnology Research Institute, University of Sadat City, Sadat City, Egypt",Article,Final,Open Access,Scopus,2-s2.0-85075827563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azar A.T., Ammar H.H., Barakat M.H., Saleh M.A., Abdelwahed M.A.",57208175025;57189047959;57203912028;57203917895;57203915365;,Self-balancing Robot Modeling and Control Using Two Degree of Freedom PID Controller,2019,Advances in Intelligent Systems and Computing,845,,,64,76,,8,10.1007/978-3-319-99010-1_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053550008&doi=10.1007%2f978-3-319-99010-1_6&partnerID=40&md5=ebc79c588675f40e6699e4564e50362a,"Faculty of Computers and Information, Benha University, Benha, Egypt; School of Engineering and Applied Sciences, Nile University Campus, Sheikh Zayed District, Juhayna Square, 6th of October City, Giza, 12588, Egypt","Azar, A.T., Faculty of Computers and Information, Benha University, Benha, Egypt, School of Engineering and Applied Sciences, Nile University Campus, Sheikh Zayed District, Juhayna Square, 6th of October City, Giza, 12588, Egypt; Ammar, H.H., School of Engineering and Applied Sciences, Nile University Campus, Sheikh Zayed District, Juhayna Square, 6th of October City, Giza, 12588, Egypt; Barakat, M.H., School of Engineering and Applied Sciences, Nile University Campus, Sheikh Zayed District, Juhayna Square, 6th of October City, Giza, 12588, Egypt; Saleh, M.A., School of Engineering and Applied Sciences, Nile University Campus, Sheikh Zayed District, Juhayna Square, 6th of October City, Giza, 12588, Egypt; Abdelwahed, M.A., School of Engineering and Applied Sciences, Nile University Campus, Sheikh Zayed District, Juhayna Square, 6th of October City, Giza, 12588, Egypt",Conference Paper,Final,,Scopus,2-s2.0-85053550008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sayed W.S., Radwan A.G., Abd-El-Hafiz S.K.",56902453700;7103379659;6603636787;,Self-excited attractors in jerk systems: Overview and numerical investigation of chaos production,2018,"Studies in Systems, Decision and Control",133,,,71,86,,,10.1007/978-3-319-71243-7_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042729709&doi=10.1007%2f978-3-319-71243-7_3&partnerID=40&md5=3d14d1dad1a140180f67a8f23a43abfb,"Faculty of Engineering, Engineering Mathematics and Physics Department, Cairo University, Giza, 12613, Egypt; Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588, Egypt","Sayed, W.S., Faculty of Engineering, Engineering Mathematics and Physics Department, Cairo University, Giza, 12613, Egypt; Radwan, A.G., Faculty of Engineering, Engineering Mathematics and Physics Department, Cairo University, Giza, 12613, Egypt, Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588, Egypt; Abd-El-Hafiz, S.K., Faculty of Engineering, Engineering Mathematics and Physics Department, Cairo University, Giza, 12613, Egypt",Book Chapter,Final,,Scopus,2-s2.0-85042729709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abdelmalek S., Rezazi S., Azar A.T.",53663196400;57190751438;57208175025;,Sensor Faults Detection and Estimation for a Dfig Equipped Wind Turbine,2017,Energy Procedia,139,,,3,9,,10,10.1016/j.egypro.2017.11.164,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040200596&doi=10.1016%2fj.egypro.2017.11.164&partnerID=40&md5=13bca0519367010f170a2e4dc89d13eb,"Faculty of Technology, Department of Electronics, Hassiba Benbouali University of Chlef, Algeria; Laboratoire de BioMatériaux et Phénomènes de Transfert (LBMPT), Université de Médéa, Quartier Ain d'Heb, Médéa, Algeria; Algérie Faculty of Computers and Information Benha, University Egypt, Nile University, 6th of October City, Egypt","Abdelmalek, S., Faculty of Technology, Department of Electronics, Hassiba Benbouali University of Chlef, Algeria; Rezazi, S., Laboratoire de BioMatériaux et Phénomènes de Transfert (LBMPT), Université de Médéa, Quartier Ain d'Heb, Médéa, Algeria; Azar, A.T., Algérie Faculty of Computers and Information Benha, University Egypt, Nile University, 6th of October City, Egypt",Conference Paper,Final,Open Access,Scopus,2-s2.0-85040200596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
